test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_scenario,00:01:00,global information,450,450,0,7.5,60.26,82.84,909.48,71.68,79.42,110.4,291.33,63.21,0,0,0,0
